ID,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
2004,1450,Tablette (aka Vanillabeans),Japan,2015,Vietnam,Vietnam,60,3.25,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,butter,caramel,
2005,1450,Tablette (aka Vanillabeans),Japan,2015,Colombia,Colombia,70,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,flat,smoke,marshmallow,
2006,1680,Tablette (aka Vanillabeans),Japan,2015,Trinidad,Trinidad,77,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,grassy,smokey,
2043,1478,Terroir,U.S.A,2015,Belize,Belize,70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,raspberry,metallic,
2044,1478,Terroir,U.S.A,2015,Madagascar,Madagascar,70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bright fruit,mild sour,,
2045,1558,Terroir,U.S.A,2015,Guatemala,Guatemala,70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,walnuts,cocoa,easy melt,
2046,1554,Terroir,U.S.A,2015,Dominican republic,Oko Caribe,70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,black pepper,bold,
2047,1482,Terroir,U.S.A,2015,Ecuador,Ecuador,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,earthy,bourbon,
2048,1478,Terroir,U.S.A,2015,Peru,Peru,70,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,black pepper,intense,
2052,1614,The Barn,Sweden,2015,Peru,Peru,70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,raisins,
2059,1684,Theobroma,Japan,2015,Peru,"Piura Select, Cacao Blanc",70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,peanut butter,sour milk,,
2084,1700,twenty-four blackbirds,U.S.A,2015,Ecuador,"Cedeno, lot 271",75,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,floral,,
2085,1700,twenty-four blackbirds,U.S.A,2015,Dominican republic,Oko Caribe,75,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,sour,off note,
2119,1510,Valrhona,France,2015,Peru,"Piura, Illanka, Quemazon",63,4,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,dark berry,grapes,
2124,1470,Vicuna,U.S.A,2015,Bolivia,Palos Blancos,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,peanut butter,coffee,mint,
2125,1470,Vicuna,U.S.A,2015,Bolivia,Palos Blancos + nibs,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,nibs too soft,,
2137,1458,Violet Sky,U.S.A,2015,Peru,Peru,77,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,peach,bland,
2138,1458,Violet Sky,U.S.A,2015,Belize,Moho River Valley,77,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild metallic,brownie,earth,
2139,1458,Violet Sky,U.S.A,2015,Venezuela,Cuyagua,77,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,mild bitter,roasty,
2140,1458,Violet Sky,U.S.A,2015,Madagascar,Sambirano Valley,77,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,tart,sour,raisin
2141,1502,Violet Sky,U.S.A,2015,Guatemala,Cahabon,77,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,cocoa,pungent,
2182,1578,Zak's,U.S.A,2015,Belize,"Belize, Batch 2",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich base cocoa,sweet,,
2183,1578,Zak's,U.S.A,2015,Dominican republic,"Dominican Republic, Batch D2",70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,earthy,hammy,
2184,1578,Zak's,U.S.A,2015,Madagascar,"Madagascar, Batch 2",70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,mild sour,mild fruit,
2185,1578,Zak's,U.S.A,2015,Peru,"Peru, Batch 1",70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,nutty,mocha,
2186,1574,Zak's,U.S.A,2015,Papua new guinea,"Papua New Guinea, Batch 2",70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,heavy smoke,fruit,ham,
2187,1582,Zak's,U.S.A,2015,Blend,"House Blend, Batch 2",60,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,very sweet,heavy roast,nuts,
25,1876,A. Morin,France,2016,Sao tome,Agua Grande,63,3.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,chocolatey,vegetal,
61,1728,Altus aka Cao Artisan,U.S.A,2016,Peru,Acopagro,60,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,sweet,caramel,
62,1728,Altus aka Cao Artisan,U.S.A,2016,Nicaragua,Momotombo,60,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,powdery,sweet,molasses,
63,1732,Altus aka Cao Artisan,U.S.A,2016,Ecuador,Gruppo Salinas,60,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,nutty,earthy,roasty
64,1732,Altus aka Cao Artisan,U.S.A,2016,Bolivia,CIAAB Coop,60,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,pungent,
65,1732,Altus aka Cao Artisan,U.S.A,2016,Peru,Villa Andina,60,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,sour,off
107,1852,Animas,U.S.A,2016,Bolivia,Alto Beni,75,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,light roast,caramel,cocoa,
121,1908,Arete,U.S.A,2016,Costa rica,"Coto Brus, Terciopelo",70,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,balanced,cherry,choco,
122,1924,Arete,U.S.A,2016,Peru,Phantom,70,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,complex,balanced,
123,1724,Arete,U.S.A,2016,Tanzania,Kokoa Kamili,70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,appealing smoke,woody,,
124,1904,Arete,U.S.A,2016,Nicaragua,Rugoso,70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,muddy,rich cocoa,raspberry,
125,1928,Arete,U.S.A,2016,Dominican republic,Elvesia,70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark berry,chocolatey,,
126,1724,Arete,U.S.A,2016,Trinidad,San Juan,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,delicate,simple,,
127,1900,Arete,U.S.A,2016,Vietnam,Tien Giang,73,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cashew,roasty,chunky melt,
128,1904,Arete,U.S.A,2016,Guatemala,Lachua,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,subtle,mysterious,,
129,1908,Arete,U.S.A,2016,Honduras,"La Masica, FHIA",70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,green,,
130,1904,Arete,U.S.A,2016,Ecuador,Hacienda Victoria,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,floral,roasty,
131,1904,Arete,U.S.A,2016,Ecuador,Costa Esmeraldas,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chewy,mild floral,,
132,1928,Arete,U.S.A,2016,Fiji,Matasawalevu,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smoke,hammy,cocoa base,
133,1928,Arete,U.S.A,2016,Vietnam,Lam Dong,73,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,nutty,cardboard,
169,1780,Askinosie,U.S.A,2016,Tanzania,Mababa,68,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,rich,blueberry,
194,1868,Batch,U.S.A,2016,Brazil,Brazil,70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strawberry,candy flavor,,
195,1840,Batch,U.S.A,2016,Dominican republic,"Dominican Republic, Batch 3",65,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sweet,fudgey,
196,1880,Batch,U.S.A,2016,Ecuador,Ecuador,65,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,floral,sweet,
200,1784,Beehive,U.S.A,2016,Brazil,"Brazil, Batch 20316",80,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,bitter,dry,
201,1784,Beehive,U.S.A,2016,Dominican republic,"Dominican Republic, Batch 31616",70,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,molasses,
202,1784,Beehive,U.S.A,2016,Ecuador,"Ecuador, Batch 31516",70,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,floral,black pepper,
203,1788,Beehive,U.S.A,2016,Ecuador,Ecuador,90,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense floral,bitter,earthy,
208,1800,Bellflower,U.S.A,2016,Tanzania,"Kokao Kamili, Kilombero Valley",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,delicate,melon,
209,1864,Bellflower,U.S.A,2016,Dominican republic,"Oko Caribe, Duarte P.",70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,caramel,mild dried fruit,,
210,1804,Bellflower,U.S.A,2016,Bolivia,"Alto Beni, Palos Blanco",70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,complex,pungent,
212,1768,Belyzium,Germany,2016,Belize,Belize south,83,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,balanced,complex,berry,
213,1768,Belyzium,Germany,2016,Belize,Belize south,78,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,nibby,green,
214,1768,Belyzium,Germany,2016,Belize,"Belize south, low fermentation",83,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,unbalanced,tangy,pungent,
266,1740,Blue Bandana,U.S.A,2016,Madagascar,"Akesson's E., Sambirano V.",82,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,tart,sour,sweet
267,1752,Blue Bandana,U.S.A,2016,Tanzania,Kokoa Kamili,75,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bready,melon,,
268,1756,Blue Bandana,U.S.A,2016,Dominican republic,Zorzal Reserva,75,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,astringent,sour,coffee,
269,1752,Blue Bandana,U.S.A,2016,Guatemala,Lachua,75,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,coffee,earthy,
299,1912,Bonnat,France,2016,Mexico,Selva Maya,75,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,heavy roast,fatty,gateway,
313,1868,Brasstown aka It's Chocolate,U.S.A,2016,Nicaragua,"O'payo, Waslala",70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,simple,rich cocoa,,
314,1868,Brasstown aka It's Chocolate,U.S.A,2016,Venezuela,"Guasare, Zulia Prov.",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,slight hammy,rich,
353,1716,Cacao Barry,France,2016,Haiti,Grand 'Anse,65,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,sweet,citrus,
372,1816,Cacao Hunters,Colombia,2016,Colombia,Macondo,71,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,distinct,short,dried fruit,
373,1816,Cacao Hunters,Colombia,2016,Colombia,Perla Negra,74,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild cocoa,astringent,,
374,1860,Cacao Market,U.S.A,2016,Honduras,"Jutiapa, lot 050916D",70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,deep cocoa,fatty,dairy,
387,1908,Cacao Sampaka,Spain,2016,Congo,"Mahali, Kasai",70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich,cherries,acidic,
404,1808,Cao,U.S.A,2016,Brazil,Brazil,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dairy,chocolate,mild fruit,
405,1804,Cao,U.S.A,2016,Venezuela,"Porcelana, Batch 5163",70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong nutty with off notes,,,
406,1808,Cao,U.S.A,2016,Bolivia,Bolivia,75,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,bold,cherry,
407,1804,Cao,U.S.A,2016,Tanzania,Tanzania,73,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,acidic,fatty,
408,1804,Cao,U.S.A,2016,Venezuela,Porcelana,75,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,burnt,fuel,
422,1888,Carlotta Chocolat,Colombia,2016,Colombia,Huila,65,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,overly sweet,mild spice,,
423,1888,Carlotta Chocolat,Colombia,2016,Colombia,"Cesar, CCN51",65,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,grassy,nutty,
424,1888,Carlotta Chocolat,Colombia,2016,Colombia,Tumaco,65,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,grain,late choco,
425,1888,Carlotta Chocolat,Colombia,2016,Colombia,Cordoba,65,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild smoke,sweet edge,,
426,1884,Carlotta Chocolat,Colombia,2016,Colombia,Arauca,65,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,marshmallow,,
443,1724,Castronovo,U.S.A,2016,Belize,"Maya Mtn, Batch 454, Heirloom",72,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bright fruit,molasses,nutty,
454,1900,Charm School,U.S.A,2016,Belize,Maya Mtn,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,slightly metallic,woody,berry,
473,1772,Chocolate Alchemist-Philly,U.S.A,2016,Peru,"Tumbes, ""Zarumilla""",90,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,sticky,bitter,molasses,tart
474,1772,Chocolate Alchemist-Philly,U.S.A,2016,Blend,"Philly Blend, 5 plantations",80,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,sticky,coconut,sour,bitter
475,1764,Chocolate Con Amor,U.S.A,2016,Ecuador,Ecuador,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,tart,floral,
476,1764,Chocolate Con Amor,U.S.A,2016,Dominican republic,Dominican Republic,60,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,sweet,molasses,
477,1764,Chocolate Con Amor,U.S.A,2016,Dominican republic,Dominican Republic,75,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,rich,roasty,earthy
478,1764,Chocolate Con Amor,U.S.A,2016,Venezuela,Ocumare,80,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,nutty,caramel,
479,1760,Chocolate Con Amor,U.S.A,2016,Uganda,Uganda,70,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,cocoa,molasses,
480,1768,Chocolate Con Amor,U.S.A,2016,Nicaragua,Nicaragua,80,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,roasty,bitter,
481,1760,Chocolate Con Amor,U.S.A,2016,Bolivia,Wild Bolivian,70,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,molasses,earthy,
513,1832,Choocsol,Canada,2016,Mexico,"Chiapas, Lacandon Jungle, Oaxacom Mtn",75,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grainy,sweet,whole bean,
532,1916,Confluence,U.S.A,2016,Vietnam,"Tien Giang, 2015, batch 10-2-16",78,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,woody,nutty,off sour note,
558,1736,Creo,U.S.A,2016,Ecuador,"""heirloom"", Arriba Nacional",73,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,complex,fruity,
559,1736,Creo,U.S.A,2016,Ecuador,"""heirloom"", Arriba Nacional",85,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,mild bitter,nutty,fruit
583,1816,Dandelion,U.S.A,2016,Dominican republic,"Zorzal Reserva, 2015 H., Kerchner",70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cherry,rich choco,,
601,1920,DAR,U.S.A,2016,Blend,"DUO, batch 002, Ecuador, Costa Rica",70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,licorice,roasty,
602,1920,DAR,U.S.A,2016,Vietnam,Vietnam,72,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,raisins,astringent,,
603,1920,DAR,U.S.A,2016,Venezuela,"Venezuela, batch 122",72,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nut,tobacco,burnt,off notes
610,1708,Dark Forest,U.S.A,2016,Bolivia,Bolivia,75,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild cherry,fatty,,
617,1832,De Villiers,South africa,2016,Madagascar,"Sambirano Valley, batch 2477",70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,high roast,fruit,,
618,1832,De Villiers,South africa,2016,Uganda,Bundibugyo District,70,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,high roast,intense,fatty,
630,1916,Desbarres,Canada,2016,Tanzania,"Kilombero, batch 41",72,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,chemical,rubber,
644,1864,Dick Taylor,U.S.A,2016,Vietnam,Tien Giang,78,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tropical berry,intense,,
687,1880,Dormouse,U.k.,2016,Grenada,Non Pariel Estate,75,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,licorice,molasses,rubber,
720,1812,Eau de Rose,Canada,2016,Colombia,Tumaco,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,strong floral,,
721,1812,Eau de Rose,Canada,2016,Colombia,Arauca,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild,dried fruit,chocolate,
724,1876,Edelmond,Germany,2016,Venezuela,Porcelana,68,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,gritty,cardboard,nutty
743,1916,ENNA,U.S.A,2016,Honduras,"Wampusirpi, batch 007",75,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,carrots,heavy roast,,
767,1732,Feitoria Cacao,Portugal,2016,Jamaica,Blue Mountain,76,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,spicy,nutty,
768,1736,Feitoria Cacao,Portugal,2016,Belize,Maya Mountain,76,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,metallic,off notes,powdery,
769,1736,Feitoria Cacao,Portugal,2016,Venezuela,Cuyagua,76,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,sandy,nutty,off notes
797,1776,Forteza (Cortes),Puerto rico,2016,Dominican republic,Dominican Republic,70,2.75,6,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_salt,have_sugar,have_not_sweetener_without_sugar,strong vanilla,earthy,nutty,
798,1776,Forteza (Cortes),Puerto rico,2016,Dominican republic,Puerto Rico,80,2.75,6,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,dried fruit,nuts,
799,1776,Fossa,Singapore,2016,Tanzania,"Kokoa Kamili Coop, Kilombero",67,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gummy,sandy,complex,
